filename,question_number,topic,confidence
0607_s20_qp_41.json,11(b)(iii),trigonometry,high
0607_s20_qp_42.json,1(a),statistics,high
0607_s20_qp_42.json,1(b),statistics,high
0607_s20_qp_42.json,1(c),statistics,high
0607_s20_qp_42.json,1(d),statistics,high
0607_s20_qp_42.json,1(e),statistics,high
0607_s20_qp_42.json,1(f),probability,high
0607_s20_qp_42.json,2(a)(i),transformations,high
0607_s20_qp_42.json,2(a)(ii),transformations,high
0607_s20_qp_42.json,2(b)(i),transformations,high
0607_s20_qp_42.json,2(b)(ii),transformations,high
0607_s20_qp_42.json,2(b)(iii),transformations,high
0607_s20_qp_42.json,2(b)(iv),transformations,high
0607_s20_qp_42.json,3(a)(i),statistics,high
0607_s20_qp_42.json,3(a)(ii),statistics,high
0607_s20_qp_42.json,3(b),statistics,high
0607_s20_qp_42.json,3(c)(i),statistics,high
0607_s20_qp_42.json,3(c)(ii),statistics,high
0607_s20_qp_42.json,3(c)(iii),statistics,high
0607_s20_qp_42.json,4(a)(i),mensuration,high
0607_s20_qp_42.json,4(a)(ii),topics in arithmetic,high
0607_s20_qp_42.json,4(b),mensuration,high
0607_s20_qp_42.json,4(c)(i),mensuration,high
0607_s20_qp_42.json,4(c)(ii),mensuration,high
0607_s20_qp_42.json,5(a)(i),probability,high
0607_s20_qp_42.json,5(a)(ii),probability,high
0607_s20_qp_42.json,5(a)(iii),probability,high
0607_s20_qp_42.json,5(b),probability,high
0607_s20_qp_42.json,5(c),probability,high
0607_s20_qp_42.json,5(d),probability,high
0607_s20_qp_42.json,6(a),topics in arithmetic,high
0607_s20_qp_42.json,6(b),topics in arithmetic,high
0607_s20_qp_42.json,7(a)(i),functions,high
0607_s20_qp_42.json,7(a)(ii),functions,high
0607_s20_qp_42.json,7(a)(iii),functions,high
0607_s20_qp_42.json,7(b),functions,high
0607_s20_qp_42.json,7(c),functions,high
0607_s20_qp_42.json,7(d),inequalities,high
0607_s20_qp_42.json,8(a)(i),angles,high
0607_s20_qp_42.json,8(a)(ii),angles,high
0607_s20_qp_42.json,8(b),trigonometry,high
0607_s20_qp_42.json,8(c),trigonometry,high
0607_s20_qp_42.json,8(d),trigonometry,high
0607_s20_qp_42.json,8(e),trigonometry,high
0607_s20_qp_42.json,9(a)(i),functions,high
0607_s20_qp_42.json,9(a)(ii),functions,high
0607_s20_qp_42.json,9(b),functions,high
0607_s20_qp_42.json,9(c),functions,high
0607_s20_qp_42.json,9(d),expanding and factorising,high
0607_s20_qp_42.json,10,trigonometry,high
0607_s20_qp_42.json,11(a)(i),solving linear equations,high
0607_s20_qp_42.json,11(a)(ii),solving linear equations,high
0607_s20_qp_42.json,11(a)(iii),solving linear equations,high
0607_s20_qp_42.json,11(b)(i),solving quadratic equations,high
0607_s20_qp_42.json,11(b)(ii),solving quadratic equations,high
0607_s20_qp_42.json,11(c),logarithms,high
0607_s20_qp_43.json,1(a),sequences,high
0607_s20_qp_43.json,1(b),sequences,high
0607_s20_qp_43.json,1(c),sequences,high
0607_s20_qp_43.json,2(a),statistics,high
0607_s20_qp_43.json,2(b),statistics,high
0607_s20_qp_43.json,2(c)(i),straight lines,high
0607_s20_qp_43.json,2(c)(ii),straight lines,high
0607_s20_qp_43.json,3(a)(i),topics in arithmetic,high
0607_s20_qp_43.json,3(a)(ii),topics in arithmetic,high
0607_s20_qp_43.json,3(b)(i),topics in arithmetic,high
0607_s20_qp_43.json,3(b)(ii),topics in arithmetic,high
0607_s20_qp_43.json,4(a),functions,high
0607_s20_qp_43.json,4(b),functions,high
0607_s20_qp_43.json,4(c)(i),functions,high
0607_s20_qp_43.json,4(c)(ii),functions,high
0607_s20_qp_43.json,4(d),functions,high
0607_s20_qp_43.json,5(a)(i),transformations,high
0607_s20_qp_43.json,5(a)(ii),transformations,high
0607_s20_qp_43.json,5(a)(iii),transformations,high
0607_s20_qp_43.json,5(b)(i),transformations,high
0607_s20_qp_43.json,5(b)(ii),transformations,high
0607_s20_qp_43.json,5(b)(iii),transformations,high
0607_s20_qp_43.json,6(a)(i),statistics,high
0607_s20_qp_43.json,6(a)(ii),statistics,high
0607_s20_qp_43.json,6(a)(iii),statistics,high
0607_s20_qp_43.json,6(b)(i),statistics,high
0607_s20_qp_43.json,6(b)(ii),statistics,high
0607_s20_qp_43.json,6(b)(iii),statistics,high
0607_s20_qp_43.json,7(a),trigonometry,high
0607_s20_qp_43.json,7(b),mensuration,high
0607_s20_qp_43.json,7(c),mensuration,high
0607_s20_qp_43.json,8(a)(i),statistics,high
0607_s20_qp_43.json,8(a)(ii),statistics,high
0607_s20_qp_43.json,8(a)(iii),statistics,high
0607_s20_qp_43.json,8(b)(i),probability,high
0607_s20_qp_43.json,8(b)(ii),probability,high
0607_s20_qp_43.json,8(b)(iii),probability,high
0607_s20_qp_43.json,9(a),straight lines,high
0607_s20_qp_43.json,9(b),straight lines,high
0607_s20_qp_43.json,9(c),transformations,high
0607_s20_qp_43.json,9(d),straight lines,high
0607_s20_qp_43.json,10(a),expanding and factorising,high
0607_s20_qp_43.json,10(b),solving quadratic equations,high
0607_s20_qp_43.json,10(c),mensuration,high
0607_s20_qp_43.json,11(a),trigonometry,high
0607_s20_qp_43.json,11(b),trigonometry,high
0607_s20_qp_43.json,11(c),trigonometry,high
0607_s20_qp_43.json,11(d),trigonometry,high
0607_s20_qp_43.json,12(a),functions,high
0607_s20_qp_43.json,12(b),functions,high
0607_s20_qp_43.json,12(c),functions,high
0607_s20_qp_43.json,12(d),functions,high
0607_s20_qp_43.json,12(e),functions,high
0607_s21_qp_21.json,1(a),topics in arithmetic,high
0607_s21_qp_21.json,1(b),topics in arithmetic,high
0607_s21_qp_21.json,1(c),topics in arithmetic,high
0607_s21_qp_21.json,2(a),topics in arithmetic,high
0607_s21_qp_21.json,2(b),topics in arithmetic,high
0607_s21_qp_21.json,3(a),topics in arithmetic,high
0607_s21_qp_21.json,3(b),topics in arithmetic,high
0607_s21_qp_21.json,4(a),solving linear equations,high
0607_s21_qp_21.json,4(b),solving linear equations,high
0607_s21_qp_21.json,5(a),exponents and surds,high
0607_s21_qp_21.json,5(b),exponents and surds,high
0607_s21_qp_21.json,6,angles,high
0607_s21_qp_21.json,7(a),expanding and factorising,high
0607_s21_qp_21.json,7(b),expanding and factorising,high
0607_s21_qp_21.json,8(a),vectors,high
0607_s21_qp_21.json,8(b),vectors,high
0607_s21_qp_21.json,9,solving linear equations,high
0607_s21_qp_21.json,10(a),trigonometry,high
0607_s21_qp_21.json,10(b),trigonometry,high
0607_s21_qp_21.json,11,straight lines,high
0607_s21_qp_21.json,12(a),probability,high
0607_s21_qp_21.json,12(b),probability,high
0607_s21_qp_22.json,1,topics in arithmetic,high
0607_s21_qp_22.json,2,statistics,high
0607_s21_qp_22.json,3,topics in arithmetic,high
0607_s21_qp_22.json,4,topics in arithmetic,medium
0607_s21_qp_22.json,5,angles,high
0607_s21_qp_22.json,6(a),expanding and factorising,high
0607_s21_qp_22.json,6(b),expanding and factorising,high
0607_s21_qp_22.json,7,inequalities,high
0607_s21_qp_22.json,8,exponents and surds,high
0607_s21_qp_22.json,9,angles,high
0607_s21_qp_22.json,10(a),exponents and surds,high
0607_s21_qp_22.json,10(b),exponents and surds,high
0607_s21_qp_22.json,11,solving linear equations,high
0607_s21_qp_22.json,12,mensuration,high
0607_s21_qp_22.json,13,statistics,high
0607_s21_qp_22.json,14,variation and proportion,medium
0607_s21_qp_22.json,15,inequalities,high
0607_s21_qp_22.json,16,expanding and factorising,high
0607_s21_qp_23.json,1,topics in arithmetic,high
0607_s21_qp_23.json,2,topics in arithmetic,high
0607_s21_qp_23.json,3,functions,high
0607_s21_qp_23.json,4,mensuration,high
0607_s21_qp_23.json,5,angles,high
0607_s21_qp_23.json,6,sets and Venn diagrams,high
0607_s21_qp_23.json,7,angles,high
0607_s21_qp_23.json,8,topics in arithmetic,high
0607_s21_qp_23.json,9,topics in arithmetic,high
0607_s21_qp_23.json,10,probability,high
0607_s21_qp_23.json,11(a),sequences,high
0607_s21_qp_23.json,11(b),sequences,high
0607_s21_qp_23.json,12,expanding and factorising,high
0607_s21_qp_23.json,13(a),Pythagoras,high
0607_s21_qp_23.json,13(b),similarity,high
0607_s21_qp_23.json,14,solving linear equations,high
0607_s21_qp_23.json,15,circle theorems,high
0607_s21_qp_23.json,16,variation and proportion,high
0607_s21_qp_23.json,17,exponents and surds,high
0607_s21_qp_23.json,18,functions,high
0607_s21_qp_23.json,19,expanding and factorising,high
0607_s21_qp_23.json,20,logarithms,high
0607_s21_qp_41.json,1(a),statistics,high
0607_s21_qp_41.json,1(b),statistics,high
0607_s21_qp_41.json,1(c)(i),statistics,high
0607_s21_qp_41.json,1(c)(ii),statistics,high
0607_s21_qp_41.json,2(a),transformations,high
0607_s21_qp_41.json,2(b),transformations,high
0607_s21_qp_41.json,2(c),transformations,high
0607_s21_qp_41.json,2(d),transformations,high
0607_s21_qp_41.json,2(e),transformations,high
0607_s21_qp_41.json,3(a),sequences,high
0607_s21_qp_41.json,3(b),sequences,high
0607_s21_qp_41.json,3(c),sequences,high
0607_s21_qp_41.json,3(d),sequences,high
0607_s21_qp_41.json,4(a),statistics,high
0607_s21_qp_41.json,4(b),statistics,high
0607_s21_qp_41.json,4(c),statistics,high
0607_s21_qp_41.json,4(d)(i),statistics,high
0607_s21_qp_41.json,4(d)(ii),statistics,high
0607_s21_qp_41.json,4(e),statistics,high
0607_s21_qp_41.json,5(a)(i),functions,high
0607_s21_qp_41.json,5(a)(ii),functions,high
0607_s21_qp_41.json,5(b),functions,high
0607_s21_qp_41.json,5(c),functions,high
0607_s21_qp_41.json,5(d),functions,high
0607_s21_qp_41.json,5(e),functions,high
0607_s21_qp_41.json,5(f)(i),functions,high
0607_s21_qp_41.json,5(f)(ii),functions,high
0607_s21_qp_41.json,5(f)(iii),functions,high
0607_s21_qp_41.json,5(f)(iv),inequalities,high
0607_s21_qp_41.json,6(a)(i),topics in arithmetic,high
0607_s21_qp_41.json,6(a)(ii),topics in arithmetic,high
0607_s21_qp_41.json,6(b)(i),topics in arithmetic,high
0607_s21_qp_41.json,6(b)(ii),topics in arithmetic,high
0607_s21_qp_41.json,6(c),topics in arithmetic,high
0607_s21_qp_41.json,7(a),simultaneous equations,high
0607_s21_qp_41.json,7(b)(i),solving linear equations,high
0607_s21_qp_41.json,7(b)(ii),solving linear equations,high
0607_s21_qp_41.json,7(b)(iii),solving linear equations,high
0607_s21_qp_41.json,7(c),logarithms,high
0607_s21_qp_41.json,8(a),probability,high
0607_s21_qp_41.json,8(b),probability,high
0607_s21_qp_41.json,8(c),probability,high
0607_s21_qp_41.json,8(d),probability,high
0607_s21_qp_41.json,8(e),probability,high
0607_s21_qp_41.json,9(a),mensuration,high
0607_s21_qp_41.json,9(b)(i),mensuration,high
0607_s21_qp_41.json,9(b)(ii),similarity,high
0607_s21_qp_41.json,9(c),trigonometry,high
0607_s21_qp_41.json,10(a)(i),circle theorems,high
0607_s21_qp_41.json,10(a)(ii),circle theorems,high
0607_s21_qp_41.json,10(a)(iii),circle theorems,high
0607_s21_qp_41.json,10(a)(iv),circle theorems,high
0607_s21_qp_41.json,10(a)(v),circle theorems,high
0607_s21_qp_41.json,10(b),circle theorems,high
0607_s21_qp_41.json,11(a),logarithms,high
0607_s21_qp_41.json,11(b),solving quadratic equations,high
0607_s21_qp_42.json,1(a),topics in arithmetic,high
0607_s21_qp_42.json,1(b),topics in arithmetic,high
0607_s21_qp_42.json,1(c),topics in arithmetic,high
0607_s21_qp_42.json,2(a)(i),transformations,high
0607_s21_qp_42.json,2(a)(ii),transformations,high
0607_s21_qp_42.json,2(b),transformations,high
0607_s21_qp_42.json,3(a),statistics,high
0607_s21_qp_42.json,3(b),statistics,high
0607_s21_qp_42.json,3(c),statistics,high
0607_s21_qp_42.json,3(d),statistics,high
0607_s21_qp_42.json,4(a),functions,high
0607_s21_qp_42.json,4(b),functions,high
0607_s21_qp_42.json,4(c),inequalities,high
0607_s21_qp_42.json,4(d),functions,high
0607_s21_qp_42.json,5(a),Pythagoras,high
0607_s21_qp_42.json,5(b),trigonometry,high
0607_s21_qp_42.json,5(c),trigonometry,high
0607_s21_qp_42.json,5(d),trigonometry,high
0607_s21_qp_42.json,5(e),trigonometry,high
0607_s21_qp_42.json,6(a)(i),statistics,high
0607_s21_qp_42.json,6(a)(ii),statistics,high
0607_s21_qp_42.json,6(a)(iii),statistics,high
0607_s21_qp_42.json,6(b)(i),statistics,high
0607_s21_qp_42.json,6(b)(ii),statistics,high
0607_s21_qp_42.json,7(a),solving linear equations,high
0607_s21_qp_42.json,7(b),solving quadratic equations,high
0607_s21_qp_42.json,7(c),solving quadratic equations,high
0607_s21_qp_42.json,8(a)(i),variation and proportion,high
0607_s21_qp_42.json,8(a)(ii),variation and proportion,high
0607_s21_qp_42.json,8(a)(iii),variation and proportion,high
0607_s21_qp_42.json,8(a)(iv),variation and proportion,high
0607_s21_qp_42.json,8(b),variation and proportion,high
0607_s21_qp_42.json,9(a),mensuration,high
0607_s21_qp_42.json,9(b)(i),similarity,high
0607_s21_qp_42.json,9(b)(ii),mensuration,high
0607_s21_qp_42.json,10(a),probability,high
0607_s21_qp_42.json,10(b)(i),probability,high
0607_s21_qp_42.json,10(b)(ii),probability,high
0607_s21_qp_42.json,10(c),probability,high
0607_s21_qp_42.json,11(a),straight lines,high
0607_s21_qp_42.json,11(b),straight lines,high
0607_s21_qp_42.json,11(c),straight lines,high
0607_s21_qp_42.json,11(d)(i),Pythagoras,high
0607_s21_qp_42.json,11(d)(ii),straight lines,high
0607_s21_qp_42.json,12(a),functions,high
0607_s21_qp_42.json,12(b),functions,high
0607_s21_qp_42.json,12(c),functions,high
0607_s21_qp_42.json,12(d),functions,high
0607_s21_qp_42.json,12(e),functions,high
0607_s21_qp_42.json,13(a),functions,high
0607_s21_qp_42.json,13(b),functions,high
0607_s21_qp_42.json,13(c),solving quadratic equations,high
0607_s21_qp_43.json,1(a),functions,high
0607_s21_qp_43.json,1(b),functions,high
0607_s21_qp_43.json,1(c),functions,high
0607_s21_qp_43.json,1(d)(i),functions,high
0607_s21_qp_43.json,1(d)(ii),transformations,high
0607_s21_qp_43.json,2(a),topics in arithmetic,high
0607_s21_qp_43.json,2(b)(i),topics in arithmetic,high
0607_s21_qp_43.json,2(b)(ii),topics in arithmetic,high
0607_s21_qp_43.json,2(c),topics in arithmetic,high
0607_s21_qp_43.json,2(d),topics in arithmetic,high
0607_s21_qp_43.json,3(a),straight lines,high
0607_s21_qp_43.json,3(b),straight lines,high
0607_s21_qp_43.json,3(c),straight lines,high
0607_s21_qp_43.json,3(d),mensuration,high
0607_s21_qp_43.json,4(a),mensuration,high
0607_s21_qp_43.json,4(b)(i),mensuration,high
0607_s21_qp_43.json,4(b)(ii),mensuration,high
0607_s21_qp_43.json,5(a),statistics,high
0607_s21_qp_43.json,5(b),statistics,high
0607_s21_qp_43.json,6(a)(i),statistics,high
0607_s21_qp_43.json,6(a)(ii),statistics,high
0607_s21_qp_43.json,6(a)(iii),statistics,high
0607_s21_qp_43.json,6(b)(i),statistics,high
0607_s21_qp_43.json,6(b)(ii),statistics,high
0607_s21_qp_43.json,6(b)(iii),statistics,high
0607_s21_qp_43.json,7(a),angles,high
0607_s21_qp_43.json,7(b),solving quadratic equations,high
0607_s21_qp_43.json,7(c),Pythagoras,high
0607_s21_qp_43.json,7(d),Pythagoras,high
0607_s21_qp_43.json,8(a),trigonometry,high
0607_s21_qp_43.json,8(b),trigonometry,high
0607_s21_qp_43.json,8(c),trigonometry,high
0607_s21_qp_43.json,8(d),trigonometry,high
0607_s21_qp_43.json,9(a),functions,high
0607_s21_qp_43.json,9(b),functions,high
0607_s21_qp_43.json,9(c)(i),functions,high
0607_s21_qp_43.json,9(c)(ii),inequalities,high
0607_s21_qp_43.json,10(a)(i),probability,high
0607_s21_qp_43.json,10(a)(ii),probability,high
0607_s21_qp_43.json,10(a)(iii),probability,high
0607_s21_qp_43.json,10(b),probability,high
0607_s21_qp_43.json,11(a)(i),functions,high
0607_s21_qp_43.json,11(a)(ii),functions,high
0607_s21_qp_43.json,11(a)(iii),functions,high
0607_s21_qp_43.json,11(a)(iv),functions,high
0607_s21_qp_43.json,11(a)(v),functions,high
0607_s21_qp_43.json,11(b)(i),logarithms,high
0607_s21_qp_43.json,11(b)(ii),logarithms,high
0607_s22_qp_21.json,1,inequalities,high
0607_s22_qp_21.json,2,topics in arithmetic,high
0607_s22_qp_21.json,3(a),topics in arithmetic,high
0607_s22_qp_21.json,3(b),topics in arithmetic,high
0607_s22_qp_21.json,4,expanding and factorising,high
0607_s22_qp_21.json,5(a),topics in arithmetic,high
0607_s22_qp_21.json,5(b),topics in arithmetic,high
0607_s22_qp_21.json,6(a),solving linear equations,high
0607_s22_qp_21.json,6(b),solving linear equations,high
0607_s22_qp_21.json,7(a),probability,high
0607_s22_qp_21.json,7(b),probability,high
0607_s22_qp_21.json,8,exponents and surds,high
0607_s22_qp_21.json,9,topics in arithmetic,high
0607_s22_qp_21.json,10,vectors,high
0607_s22_qp_21.json,11(a),sets and Venn diagrams,high
0607_s22_qp_21.json,11(b),sets and Venn diagrams,high
0607_s22_qp_21.json,11(c),sets and Venn diagrams,high
0607_s22_qp_21.json,12(a),circle theorems,high
0607_s22_qp_21.json,12(b),circle theorems,high
0607_s22_qp_21.json,13(a),exponents and surds,high
0607_s22_qp_21.json,13(b),exponents and surds,high
0607_s22_qp_21.json,14,expanding and factorising,high
0607_s22_qp_21.json,15(a),expanding and factorising,high
0607_s22_qp_21.json,15(b),inequalities,high
0607_s22_qp_21.json,16,logarithms,high
0607_s22_qp_22.json,1,topics in arithmetic,high
0607_s22_qp_22.json,2(a),topics in arithmetic,high
0607_s22_qp_22.json,2(b),topics in arithmetic,high
0607_s22_qp_22.json,3,solving linear equations,high
0607_s22_qp_22.json,4,mensuration,high
0607_s22_qp_22.json,5,exponents and surds,high
0607_s22_qp_22.json,6,angles,high
0607_s22_qp_22.json,7,topics in arithmetic,high
0607_s22_qp_22.json,8,statistics,high
0607_s22_qp_22.json,9,simultaneous equations,high
0607_s22_qp_22.json,10,straight lines,high
0607_s22_qp_22.json,11,solving quadratic equations,high
0607_s22_qp_22.json,12,trigonometry,high
0607_s22_qp_22.json,13(a),probability,high
0607_s22_qp_22.json,13(b),probability,high
0607_s22_qp_22.json,14,functions,high
0607_s22_qp_22.json,15,probability,high
0607_s22_qp_22.json,16,logarithms,high
0607_s22_qp_22.json,17(a),exponents and surds,high
0607_s22_qp_22.json,17(b),exponents and surds,high
0607_s22_qp_22.json,17(c),exponents and surds,high
0607_s22_qp_23.json,1(a),topics in arithmetic,high
0607_s22_qp_23.json,1(b),topics in arithmetic,high
0607_s22_qp_23.json,2(a),statistics,high
0607_s22_qp_23.json,2(b),statistics,high
0607_s22_qp_23.json,3,inequalities,high
0607_s22_qp_23.json,4(a),topics in arithmetic,high
0607_s22_qp_23.json,4(b),topics in arithmetic,high
0607_s22_qp_23.json,5,expanding and factorising,high
0607_s22_qp_23.json,6,angles,high
0607_s22_qp_23.json,7(a),probability,high
0607_s22_qp_23.json,7(b),probability,high
0607_s22_qp_23.json,8,expanding and factorising,high
0607_s22_qp_23.json,9(a),similarity,high
0607_s22_qp_23.json,9(b),similarity,high
0607_s22_qp_23.json,10(a),straight lines,high
0607_s22_qp_23.json,10(b),straight lines,high
0607_s22_qp_23.json,11(a),variation and proportion,high
0607_s22_qp_23.json,11(b),variation and proportion,high
0607_s22_qp_23.json,12,vectors,high
0607_s22_qp_41.json,1(a),transformations,high
0607_s22_qp_41.json,1(b),transformations,high
0607_s22_qp_41.json,1(c),transformations,high
0607_s22_qp_41.json,1(d),transformations,high
0607_s22_qp_41.json,2(a)(i),statistics,high
0607_s22_qp_41.json,2(a)(ii),statistics,high
0607_s22_qp_41.json,2(a)(iii),statistics,high
0607_s22_qp_41.json,2(b),statistics,high
0607_s22_qp_41.json,2(c)(i),statistics,high
0607_s22_qp_41.json,2(c)(ii),statistics,high
0607_s22_qp_41.json,2(c)(iii),statistics,high
0607_s22_qp_41.json,3(a),functions,high
0607_s22_qp_41.json,3(b),functions,high
0607_s22_qp_41.json,3(c),functions,high
0607_s22_qp_41.json,3(d),inequalities,high
0607_s22_qp_41.json,4(a),topics in arithmetic,high
0607_s22_qp_41.json,4(b),topics in arithmetic,high
0607_s22_qp_41.json,4(c),topics in arithmetic,high
0607_s22_qp_41.json,4(d)(i),topics in arithmetic,high
0607_s22_qp_41.json,4(d)(ii),logarithms,high
0607_s22_qp_41.json,5(a),sequences,high
0607_s22_qp_41.json,5(b),sequences,high
0607_s22_qp_41.json,5(c),sequences,high
0607_s22_qp_41.json,5(d),probability,high
0607_s22_qp_41.json,5(e),probability,high
0607_s22_qp_41.json,6(a),circle theorems,high
0607_s22_qp_41.json,6(b),mensuration,high
0607_s22_qp_41.json,7(a),mensuration,high
0607_s22_qp_41.json,7(b)(i),similarity,high
0607_s22_qp_41.json,7(b)(ii),similarity,high
0607_s22_qp_41.json,8(a),Pythagoras,high
0607_s22_qp_41.json,8(b),straight lines,high
